rank_test_macro_f1,mean_test_macro_f1,mean_test_weighted_f1,mean_test_accuracy,mean_train_macro_f1,mean_train_weighted_f1,mean_train_accuracy,param_tfidf__min_df,param_tfidf__max_df,param_tfidf__ngram_range,param_tfidf__max_features,param_clf__C
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.95,"(1, 1)",30000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.75,"(1, 1)",50000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.85,"(1, 1)",30000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.85,"(1, 1)",100000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.95,"(1, 1)",100000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.85,"(1, 1)",50000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.75,"(1, 1)",100000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.75,"(1, 1)",30000,0.1
190,0.7906846008140201,0.7919695424281308,0.7928994082840237,0.8856336330229748,0.8859387557745687,0.8859702708206068,5,0.95,"(1, 1)",50000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.75,"(1, 1)",30000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.75,"(1, 1)",50000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.95,"(1, 1)",100000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.85,"(1, 1)",30000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.95,"(1, 1)",50000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.85,"(1, 1)",50000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.85,"(1, 1)",100000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.95,"(1, 1)",30000,0.1
199,0.7865730985977663,0.7882224381063879,0.7889546351084813,0.8929991650949656,0.8932901068221067,0.8933007534107107,3,0.75,"(1, 1)",100000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.85,"(1, 1)",30000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.75,"(1, 1)",100000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.85,"(1, 1)",50000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.95,"(1, 1)",100000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.75,"(1, 1)",50000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.85,"(1, 1)",100000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.95,"(1, 1)",30000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.95,"(1, 1)",50000,0.1
208,0.7834462696745943,0.785241392743241,0.7859960552268245,0.8958088912789108,0.8961017695818216,0.8961514966401954,2,0.75,"(1, 1)",30000,0.1
